álbum,música,letra,duração,exibições,indicações,prêmios 
The Miracle,Was It All Worth It?,"What is there left for me to do in this life? Did I achieve what I had set in my sights? Am I a happy man or is this sinking sand? Was it all worth it? Was it all worth it? Yeah, now hear my story let me tell you about it We bought a drum kit blew my own trumpet Played the circuit, thought we were perfect Was it all worth it? Giving all my heart and soul and staying up all night Was it all worth it? Living breathing rock'n'roll a godforsaken life Was it all worth it Was it all worth it all these years? Put down our money without counting the cost It didn't matter if we won if we lost Yes we were vicious yes we could kill Yes we were hungry yes we were brill We served a purpose like a bloody circus We were so dandy we love you madly Was it all worth it? Living breathing rock'n'roll this godforsaken life Was it all worth it Was it all worth it? When the hurly burly's done We went to bali saw God and Dalí So mystic, surrealistic Was it all worth it, yeah, yeah? Giving all my heart and soul staying up all night Was it all worth it? Living breathing rock'n'roll this never ending fight Was it all worth? It was it all worth it? Yes, it was a worthwhile experience! It was worth it! ",343,10676,0,0
The Miracle,Hang On In There,"Don't let go, don't lose your mystique Wait a little longer Tomorrow brings another feast Don't let go, don't lose your reputation Thank God you're still alive You're still in one piece Hang on in there, don't lose your appetite Hang on in there, forget the danger signs Pray for that magical moment and it will appear (Don't fight for lost emotions) Wait for the sunrise And everything will seem so clear (Look straight ahead, look straight ahead) Hang on in there (hang on in there) Hang on in there (hang on in there) Your wish will be granted All your problems will disappear Don't be a fool, you haven't reached your peak You got a fast car racing up inside you Your life is incomplete Hang on in there hang on in there Pray for that magical moment and it will appear (Wait for that moment) Wait for the sunrise Just wait and see and it will seem so clear Let's go let's go Ok now do the change now Yeah hang on in there Hang on in there ",227,3448,0,0
The Miracle,Machines (Or Back To Humans),It's a machines world Don't tell me I ain't got no soul When the machines take over It ain't no place for rock and roll They tell me I don't care But deep inside I'm just a man They freeze me they burn me They squeeze me they stress me With smoke blackened pistons of steel they compress me But no one but no one but no one can wrest me away Back to humans We have no disease no trouble of mind No thank you or please no regard for the time We never cry we never retreat We have no conception of love or defeat What's that machine noise? It's bytes and megachips for tea It's that machine boys With random access memory Never worry never mind Not for money not for gold It's software is hardware It's heartbeat is time-share It's midwife's a disc drive It's sex life is quantised It's self-perpetuating a parahumanoidarianised Back to humans Back to humans Back to machines Machines Living in a new world Thinking in the past Living in a new world How you gonna last? Machine world Change Back to humans It's a machines world Thinking in the past (back to humans) Living in a new world How you gonna last? Machine world It's a machine's world ,310,7801,0,0
The Miracle,The Invisible Man,"I'm the invisible man I'm the invisible man Incredible how you can see right through me When you hear a sound that you just can't place Feel somethin' move that you just can't trace When something sits on the end of your bed Don't turn around when you hear me tread I'm the invisible man I'm the invisible man Incredible how you can see right through me I'm the invisible man I'm the invisible man It's criminal how I can see right through you Now I'm in your room and I'm in your bed And I'm in your life and I'm in your head Like the CIA or the FBI You'll never get close never take me alive I'm the invisible man I'm the invisible man Incredible how you can see right through me I'm the invisible man I'm the invisible man It's criminal how I can see right through you Hah, hah, hah, hello Hah, hah, hah, OK Hah, hah, hah Hello, hello, hello, hello Never had a real good friend Not a boy or a girl No-one knows what I've been through Let my flag unfurl So I make my mark from the edge of the world From the edge of the world From the edge of the world Now I'm on your track and I'm in your mind And I'm on your back but don't look behind I'm your meanest thought I'm your darkest fear But I'll never get caught you can't shake me shake me dear I'm the invisible man I'm the invisible man Incredible how you can see right through me Watch me I'm the invisible man I'm the invisible man It's criminal how I can see right through you Look at me Look at me Shake you, shake you, dear ",266,21824,1,0
Innuendo,Innuendo,"Ooh, ooh While the sun hangs in the sky and the desert has sand While the waves crash in the sea and meet the landWhile there's a wind and the stars and the rainbowTill the mountains crumble into the plain Oh, yes, we'll keep on trying Tread that fine line Oh, we'll keep on trying Yeah Just passing our time Ooh, ooh While we live according to race, colour or creed While we rule by blind madness and pure greed Our lives dictated by tradition, superstition, false religion Through the eons and on and on Oh, yes, we'll keep on trying, yeah We'll tread that fine line Oh, oh, we'll keep on trying Till the end of time Till the end of time Through the sorrow all through our splendour Don't take offence at my innuendo Duh duh duh duh duh duh duh Duh duh duh duh duh duh duh duh duh duh duh You can be anything you want to be Just turn yourself into anything you think that you could ever be Be free with your tempo, be free, be free Surrender your ego, be free, be free to yourself Ooh, ooh, yeah If there's a God or any kind of justice under the sky If there's a point, if there's a reason to live or die Ha, if there's an answer to the questions we feel bound to ask Show yourself, destroy our fears, release your mask Oh, yes, we'll keep on trying Hey, tread that fine line (Yeah) yeah We'll keep on smiling, yeah (Yeah) (yeah) (yeah) And whatever will be, will be We'll just keep on trying We'll just keep on trying Till the end of time Till the end of time Till the end of time ",399,114122,0,0
Innuendo,I'm Going Slightly Mad,"When the outside temperature rises And the meaning is, oh, so clear One thousand and one yellow daffodils Begin to dance in front of you - oh, dear Are they trying to tell you something? You're missing that one final screw You're simply not in the pink my dear To be honest you haven't got a clue I'm going slightly mad I'm going slightly mad It finally happened, happened It finally happened, ooh, oh It finally happened I'm slightly mad Oh, dear I'm one card short of a full deck I'm not quite the shilling One wave short of a shipwreck I'm not my usual top billing I'm coming down with a fever I'm really out to sea This kettle is boiling over I think I'm a banana tree Oh, dear I'm going slightly mad I'm going slightly mad It finally happened, happened It finally happened, uh, huh It finally happened I'm slightly mad Oh, dear Ooh, ooh, ah, ah Ooh, ooh, ah, ah I'm knitting with only one needle Unravelling fast it's true I'm driving only three wheels these days But, my dear, how about you? I'm going slightly mad I'm going slightly mad It finally happened It finally happened, oh, yes It finally happened I'm slightly mad Just very slightly mad And there you have it ",271,43156,0,0
Innuendo,Headlong,"And you're rushing headlong, you've got a new goal And you're rushing headlong, out of control And you think you're so strong But there ain't no stopping, no, there's nothin' You can do about it There's nothin' you can do No there's nothin' you can do about it No there's nothin' you can, nothin' you can Nothin' you can do about it And you're rushing headlong you've got a new goal And you're rushing headlong out of control And you think you're so strong But there ain't no stopping, no, there's nothin' You can do about it He used to be a man with a stick in his hand Hoop diddy diddy, hoop diddy do She used to be a woman with a hot dog stand Hoop diddy diddy, hoop diddy do Now you've got soup in the laundry bag Now you've got strings, you're gonna lose your rag You're gettin' in a fight Then it ain't so groovy when you're screaming in the night Let me out of this cheap 'b' movie Headlong down the highway and you're rushing Headlong out of control And you think you're so strong But there ain't no stopping and you can't stop rockin' And there's nothin' you can, nothin' you can Nothin' you can do about it When a red hot man meets a white hot lady Hoop diddy diddy - hoop diddy do Soon the fire starts a raging gets 'em more than half crazy Hoop diddy diddy, hoop diddy do They start freaking everyway you turn You can't start walking cause your feet got burned It ain't no time to figure wrong from right Cause reason's out the window Better hold on tight You're rushing headlong Headlong out of control, yeah And you think you're so strong But there ain't no stopping And there's nothin you, nothin' you, nothin' you can do about It at all Yeah, yeah Alright, go And you're rushing headlong down the highway And you're rushing headlong out of control And you think you're so strong But there ain't no stopping There's nothin, nothin', nothin' you can do about it Ah, ha Headlong Yeah, yeah, yeah Headlong Headlong ",283,25874,0,0
Innuendo,I Can't Live With You,I can't live with you But I can't live without you I can't let you stay Ooh but I can't live if you go away I don't know just how it goes All I know is I can't live with you Yeah I'm having a hard time I'm walking a fine line between hope and despair You may think that I don't care But I travelled a long road to get hold of my sorrow I tried to catch a dream But nothing's what it seems Love is saying baby it's all right When deep inside you're really petrified Lover turns to hater On this escalator I can't live with you - yeah But I can't live without you I can't breathe if you stay But I can't bear you to go away I don't know what time it is All I know is I can't live with you We're stuck in a bad place We're trapped in a rat race And we can't escape Maybe there's been some mistake We're trying to make a high score We're walking through a closed door And nobody's winning We're just sinning against ourselves Hold on baby tell me it's all right Anger's breaking from the hurt inside Passions screaming hotter Doin' what we gotta do - yeah I can't live with you I can't live with you I can't live I can't live I can't I can't live with you But baby I'll never ever leave you I can't live with you But I can't live without you Cause I'm in love with you Ooh and everything about you I can't live with you No I just can't live I just can't live I can't live with you Yeah and I can't live without you Through the madness through the tears We've still got each other For a million years - yeah Ooh yeah Yeah - I can't live without you - yeah yeah I can't live without you Yeah yeah oh oh oh I can't live without you I can't live without you I can't live without you Oh oh I can't live without you baby baby baby Without you I can't live without you ,273,22404,0,0
Innuendo,Don't Try So Hard,"If you're searching out for something Don't try so hard If you're feeling kind of nothing Don't try so hard When your problems seem like mountains You feel the need to find some answers You can leave it for another day Don't try so hard But if you fall and take a tumble it won't be far If you fail you mustn't grumble Thank your lucky stars Just savour every mouthful And treasure every moment When the storms are raging round you Stay right where you are Oh, don't try so hard Oh, don't take it all to heart It's only fools they make these rules Don't try so hard One day you'll be a sergeant major Oh, you'll be so proud Screaming out your bloody orders Hey, but not too loud Polish all your shiny buttons Dress as lamb instead of mutton But you never had to try to stand out from the crowd Oh, what a beautiful world This is the life for me Oh, what a beautiful world It's the simple life for me Oh, don't try so hard Oh, don't take it all to heart It's only fools they make these rules Don't try so hard Don't try so hard Don't try so hard ",214,20616,0,0
Innuendo,Ride The Wild Wind,"Ride the wild wind (Push the envelope don't sit on the fence) Ride the wild wind (Live life on the razors edge) Gonna ride the whirlwind It ain't dangerous enough for me Get your head down, baby, we're gonna ride tonight Your angel eyes are shining bright I wanna take your hand, lead you from this place Gonna leave it all behind Check out of this rat race Ride the wild wind Ride the wild wind Gonna ride the whirlwind It ain't dangerous enough for me Tie your hair back, baby We're gonna ride tonight We got freaks to the left we got jerks to the right Sometimes I get so low I just have to ride Let me take your hand Let me be your guide Ride the wild wind (don't sit on the fence) Ride the wild wind (live life on the razors edge) Gonna ride the whirlwind It ain't dangerous enough for me Yeah ride the wild wind hey, hey, hey, hey Ooh ride the wild wind hey, hey, hey, hey Gonna ride the ride the whirlwind It ain't dangerous enough for me Ride the wild wind, ride the wild wind hey, hey, hey The wild wind hey, hey, hey The wild wind hey, hey, hey, hey, hey, hey ",282,9442,0,0
Innuendo,All God's People,"So all you people give freely Make welcome inside your homes Thank God you people give freely Don't turn your back on the lesson of the Lord All prime ministers (yeah) and majesty around the world Open your eyes look touch and feel Rule with your heart (rule with your heart) Live with your conscience (live with your conscience) And love love Love love and be Love love and be free We're all God's people (we're all God's people) Gotta face up Better grow up Gotta stand tall and be strong Gotta face up Better grow up Gotta face up Better grow up Gotta stand tall and be strong Gotta face up Better grow up We're all God's people (Gotta face up) (Better grow up) (Gotta face up) (Better grow up) Yeah Yeah - yeah - yes there was this magic light I said to myself I'd better go to bed and have an early night Then I then I then I then I went into a dream Rule with your heart and live with your conscience We're all God's people give freely (yeah) Make welcome inside your homes Let us be thankful, He's so incredible We're all God's We're all God's We're all God's We're all God's people We're all God's We're all God's people We're all God's people ",269,16215,0,0
Innuendo,These Are The Days Of Our Lives,"Sometimes I get to feeling I was back in the old days, long ago When we were kids, when we were young Thing seemed so perfect, you know The days were endless, we were crazy, we were young The Sun was always shining, we just lived for fun Sometimes it seems like lately I just don't know The rest of my life's been just a show Those were the days of our lives The bad things in life were so few Those days are all gone now, but one thing is true When I look and I find I still love you You can't turn back the clock, you can't turn back the tide Ain't that a shame? I'd like to go back one time on a roller coaster ride When life was just a game No use in sitting and thinking on what you did When you can lay back and enjoy it through your kids Sometimes it seems like lately I just don't know Better sit back and go with the flow 'Cause these are the days of our lives They've flown in the swiftness of time These days are all gone now, but some things remain When I look and I find no change Those were the days of our lives, yeah The bad things in life were so few Those days are all gone now, but one thing's still true When I look and I find I still love you I still love you ",251,135160,2,2
Innuendo,Delilah,"Delilah, Delilah Oh, my, oh, my, oh, my, you're irresistible You make me smile when I'm just about to cry You bring me hope you make me laugh and I like it You get away with murder so innocent But when you throw a moody you're all claws and you bite That's all right Delilah, Delilah Oh, my, oh my, oh my, you're unpredictable You make me so very happy When you cuddle up and go to sleep beside me And then you make me slightly mad When you pee all over my Chippendale suite Delilah, Delilah Oh, oh, oh, oh, oh, oh, oh You take over my house and home You even try to answer my telephone Delilah, you're the apple of my eye Meow, meow, meow Delilah, I love you, Delilah Oh, you make me so very happy You give me kisses and I go out of my mind, ooh Meow, meow, meow You're irresistible, I love you, Delilah Delilah, I love you Hah, hah You make me very happy Oh, yeah, I love your kisses I love your kisses I love your kisses I love your kisses I love your, your, your kisses I love your kisses ",210,20195,0,0
Innuendo,The Hitman,"Ooh, yeah, yeah, yeah, yeah Hey I'm the hitman Stand asideI'm the hitmanI want your lifeAin't no escapingDon't run and hideThere goes the neighbourhoodI'm gonna kill for your loveThats right Hitman Now don't you cry I'm just it man And you might get fried Gun in my pocket Don't get me wrong I'll be your hitman I'm a fool for your love I'm a head shredder That's better Baby, baby, baby I'm a hitman, hitman, hitman Yeah, trouble in the East troubled in the West Struggle with the beast, what a thief, what a pest Come back mother Nuke that sucker Yeah, yeah, yeah Who knows what I'm talking about Waste that brother All right Ooh That's the way to do it I'm the hitman I'm your prize But this hitman can cut you down to size Love me (baby) Don't be so cool Love me, love me baby I've been to the hitman school Yeah, yeah You're gonna make my day Gonna blow you away That's when the fun begins (hitman) Are you ready for the sting Gonna waste that thing (hitman) Hitman is king Go go Oh, hitman, hitman ",310,6262,0,0
Innuendo,Bijou,You and me we are destined you'll agree To spend the rest of our lives with each other The rest of our days like two lovers For ever Yeah For ever My bijou ,217,14260,0,0
Innuendo,The Show Must Go On,"Empty spaces What are we living for? Abandoned places I guess we know the score On and on Does anybody know what we are looking for? Another hero Another mindless crime Behind the curtain In the pantomime Hold the line Does anybody want to take it anymore? The show must go on The show must go on, yeah Inside my heart is breaking My make up may be flaking But my smile Still stays on Whatever happens I'll leave it all to chance Another heartache Another failed romance On and on Does anybody know what we are living for? I guess I'm learning I must be warmer now I'll soon be turning Round the corner now Outside the dawn is breaking But inside in the dark I'm aching to be free The show must go on The show must go on, yeah, yeah Inside my heart is breaking My make up may be flaking But my smile Still stays on My soul is painted like the wings of butterflies Fairytales of yesterday will grow, but never die I can fly, my friends The show must go on, yeah The show must go on I'll face it with a grin I'm never giving in On with the show Ooh, I'll top the bill, I'll overkill I have to find the will to carry on (On with the show) (On with the show) The show (The show must go on) ",256,688072,0,0
Made In Heaven,It's a Beautiful Day,"It's a beautiful day The sun is shining I feel good And no-one's gonna stop me now, oh yeah It's a beautiful day I feel good, I feel right And no-one, no-one's gonna stop me now Mama Sometimes I feel so sad, so sad, so bad But no-one's gonna stop me now, no-one It's hopeless - so hopeless to even try ",249,24476,0,0
Made In Heaven,Made in Heaven,"I'm taking my ride with destiny Willing to play my part Living with painful memories Loving with all my heart Made in heaven, made in heaven It was all meant to be, yeah Made in heaven, made in heaven That's what they say Can't you see? That's what everybody says to me Can't you see? Oh I know, I know, I know, that it's true Yes it's really meant to be Deep in my heart I'm having to learn to pay the price They're turning me upside down Waiting for possibilities Don't see too many around Made in heaven, yes made in heaven It's for all to see Made in heaven, made in heaven That's what everybody says Everybody says to me It was really meant to be Oh can't you see Yeah, everybody, everybody says Yes it was meant to be Yeah, yeah When stormy weather comes around It was made in heaven When sunny skies break through behind the clouds I wish it could last forever, yeah Wish it could last forever, forever I'm playing my role in history Looking to find my goal Taking in all this misery But giving it all my soul Made in heaven, made in heaven It was all meant to be Made in heaven, made in heaven That's what everybody says Wait and see, it was really meant to be So plain to see Yeah, everybody, everybody, everybody tells me so Yes it was plain to see, yes it was meant to be Written in the stars Written in the stars ",327,66846,0,0
Made In Heaven,Let Me Live,"(Ooh ooh ooh...) (Take a peace of my heart)(Ooh ooh ooh...)(Take a peace of my soul)(Ooh ooh ooh...)(Let me live)Oh, yeah (ooh ooh ooh...) Why don't you take another little piece of my heart? Why don't you take it and break it And tear it all apart? All I do is give All you do is take Baby, why don't you give me A brand new start So let me live (so let me live) Let me live (leave me alone) Let me live, oh, baby And make a brand new start Why don't you take another little piece of my soul? Why don't you shape it and shake it 'Till you're really in control? All you do is take And all I do is give All that I'm askin' Is a chance to live (So let me live) - so let me live (Leave me alone) - let me live, let me live Why don't you let me make a brand new start? Yeah, and it's a (long hard struggle), yeah yeah But you can always depend on me And if you're (ever in trouble) - hey You know where I will be Why don't you take another little piece of my life Why don't you twist it, and turn it And cut it like a knife? All you do is live All I do is die Why can't we just be friends Stop livin' a lie? So let me live (so let me live) Let me live (leave me alone) Please let me live (Why don't you live a little) Oh, yeah, baby (Why don't you give a little love...?) Let me live Please, let me live Oh, yeah, baby, let me live And make a brand new start (Ooh ooh ooh...) Let me live (let me live) (Ooh ooh ooh...) Ooh, yeah (Let me live) (Ooh ooh ooh...) Come on (let me live) (Ooh ooh ooh...) In your heart, oh, baby (Take another piece, take another piece) (Take another piece, take another piece) Oh, please, let me live (Take another piece, take another piece) (Take another piece, take another piece) Why don't you (Take another, take another, take another piece of my piece of my heart) Oh, yeah, baby Make a brand new start Baby, baby Baby, baby Baby, baby Baby, baby All you do is take, take Let me live (Let me live) Oh, yeah, let Let me live ",291,37159,0,0
Made In Heaven,Mother Love,"I don't want to sleep with you I don't need the passion too I don't want a stormy affair To make me feel my life is heading somewhere All I want is the comfort and care Just to know that my woman gives me sweet Mother love I've walked too long in this lonely lane I've had enough of this same old game I'm a man of the world and they say that I'm strong But my heart is heavy, and my hope is gone Out in the city, in the cold world outside I don't want pity, just a safe place to hide Mama please, let me back inside I don't want to make no waves But you can give me all the love that I crave I can't take it if you see me cry I long for peace before I die All I want is to know that you're there You're gonna give me all your sweet Mother love My body's aching, but I can't sleep My dreams are all the company I keep Got such a feeling as the sun goes down I'm coming home to my sweet Mother love ",291,61910,0,0
Made In Heaven,My Life Has Been Saved,"This is where we are today People going separate ways This is the way things are now In disarray I read it in the papers There's death on every page Oh, Lord, I thank the lord above My life has been saved Here we go, telling lies Here we go We're right back where we started from People going separate ways This is the way things are now In disarray I read it in the papers There's death on every page Oh, Lord, I thank you from above My life has been saved My life, my life has been saved My life, my life, my life has been saved ",206,15003,0,0
Made In Heaven,I Was Born To Love You,"I was born to love you With every single beat of my heart Yes, I was born to take care of you Every single day Alright, hey hey I was born to love you With every single beat of my heart Yes, I was born to take care of you Every single day of my life You are the one for me I am the man for you You were made for me You're my ecstasy If I was given every opportunity I'd kill for your love So take a chance with me Let me romance with you I'm caught in a dream And my dream's come true It's so hard to believe This is happening to me An amazing feelin' comin' through I was born to love you With every single beat of my heart Yes, I was born to take care of you, honey Every single day of my life I wanna love you I love every little thing about you I wanna love you, love you, love you (Born) to love you (Born) to love you Yes, (born) I was born to love you (Born) to love you (Born) to love you Every single day, day, day, day, day, day Day of my life An amazing feelin' comin' through I was born to love you With every single beat of my heart Yes, I was born to take care of you Every single day of my life Yes, I was born to love you Every single day of my life Go, I love you babe (Born to love you) Yes, I was born to love you, hey I wanna love you, love you, love you I wanna love you, hey, yeah It's magic (what's?) I get so lonely, lonely, lonely, lonely, yeah I wanna love you It's magic Love you, love you Yeah, give it to me ",290,430107,0,0
Made In Heaven,Heaven For Everyone,"This could be heaven This could be heaven This could be heaven for everyone In these days of cool reflection You come to me and everything seems alright In these days of cold affections You sit by me and everything's fine This could be heaven for everyone This world could be fed, this world could be fun This could be heaven for everyone This world could be free, this world could be one In this world of cool deception Just your smile can smooth my ride These troubled days of cruel rejection, hmm You come to me, soothe my troubled mind Yeah, this could be heaven for everyone This world could be fed, this world can be fun This should be love for everyone This world should be free, this world can be one We should bring love to our daughters and sons Love, love, love, this could be heaven for everyone You know that This could be heaven for everyone This could be heaven for everyone Listen, what people do to other souls They take their lives, destroy their goals Their basic pride and dignity Is stripped and torn and shown no pity When this should be heaven for everyone ",282,36542,0,0
Made In Heaven,Too Much Love Will Kill You,"I'm just the pieces of the man I used to be Too many bitter tears are raining down on me I'm far away from home And I've been facing this alone for much too long Oh, I feel like no-one ever told the truth to me About growing up and what a struggle it would be In my tangled state of mind I've been looking back to find where I went wrong Too much love will kill you If you can't make up your mind Torn between the lover and the love you leave behind You're headed for disaster 'cos you never read the signs Too much love will kill you every time I'm just the shadow of the man I used to be And it seems like there's no way out of this for me I used to bring you sunshine Now all I ever do is bring you down, oooh How would it be if you were standing in my shoes Can't you see that it's impossible to choose No there's no making sense of it Every way I go I'm bound to lose, oh yeah Too much love will kill you Just as sure as none at all It'll drain the power that's in you Make you bleed and scream and crawl And the pain will make you crazy You're the victim of your crime Too much love will kill you every time Yeah too much love will kill you It'll make your life a lie Yes too much love will kill you And you won't understand why You'd give your life you'd sell your soul But here it comes again Too much love will kill you In the end In the end ",257,127033,0,0
Made In Heaven,You Don't Fool Me,"You don't fool me You don't fool me You don't fool me You don't fool me You don't fool me Da da da da dah Da da da dah Da da dah You don't fool me, those pretty eyes That sexy smile, you don't fool me You don't rule me, you're no surprise You're telling lies, hey, you don't fool me Mmm, mama said be careful of that girl Mama said you know that she's no good Mama said be cool, don't you be no fool Yup bup ba ba ba ba da da da dah! You don't fool me You don't fool me You don't fool me She'll take you You don't fool me, she'll take you You don't fool me, and break you Sooner or later you'll be playing by her rules Baby you don't fool me, yeah You don't fool me, you don't have to say: Don't mind You don't have to teach me things I know Sooner or later you'll be playing by her rules Oh (fool you), oh (rule you) She'll take you (take you) And break you (break you) Yeah Mama said be cool Mama said she'd take you for a fool She'll take you, and break you Ba ba ba ba bap bap ba baah La la la la la lah Na na na na nah (you don't fool me, you don't fool me) Na na na nah (you don't fool me, you don't fool me) Na na nah ah (you don't fool me, you don't fool me) Na na na na nah (you don't fool me, you don't fool me) Na na na nah (you don't fool me, you don't fool me) Na na nah ah (you don't fool me, you don't fool me) You don't fool me You don't fool me ",322,28324,0,0
Made In Heaven,A Winter's Tale,"It's winter-fall Read skies are gleaming, oh Sea-gulls are flyin' over Swans are floatin' by Smoking chimney-tops Am I dreaming Am I dreaming? The nights draw in There's a silky moon up in the sky, yeah Children are fantasising Grown-ups are standin' by What a super feeling Am I dreaming Am I dreaming? Woh, woh, woh, woh (Dreaming) so quiet and peaceful (Dreaming) tranquil and blissful (Dreaming) there's a kind of magic in the air (Dreaming) what a truly magnificent view (Dreaming) a breathtaking scene With the dreams of the world In the palm of your hand (Dreaming) a cosy fireside chat (Dreaming) a little this, a little that (Dreaming) sound of merry laughter skippin' by (Dreaming) gentle rain beatin' on my face (Dreaming) what an extraordinary place! And the dream of the child Is the hope of the, hope of the man It's all so beautiful Like a landscape painting in the sky, yeah Mountains are zoomin' higher, uh Little girls scream an' cry My world is spinnin' and spinnin' and spinnin' It's unbelievable Sends me reeling Am I dreaming Am I dreaming? Ooh, it's bliss ",229,28297,0,0
Made In Heaven,It's a Beautiful Day,"It's a beautiful day The sun is shining I feel good And no-one's gonna stop me now, oh yeah It's a beautiful day I feel good, I feel right And no-one, no-one's gonna stop me now Mama Sometimes I feel so sad, so sad, so bad But no-one's gonna stop me now, no-one It's hopeless - so hopeless to even try ",249,24476,0,0
The Cosmos Rocks,Cosmos Rockin',"What planet is this, mmmh? Let there be rock 'n' roll It's a Saturday night and I'm home alone With the music on quiet I'm flying solo Then my feet start moving to the sound of the beat Put the music up loud hear it in the street Then the neighbours start banging on my front door Throw the door wide open saying what's your point Come on in let's rock this joint We got the whole house rocking We got the whole house rocking We got the whole house rocking We got the whole house rocking We got the whole house rocking To the mighty power of rock 'n' roll We dance out of the door, dance into the street And all the people are swaying to the musical beat We rock down the road and down to the town And all the people stare and smile and get down Then the police man is saying ""stop this noise"" But the beat takes over now he's one of the boys The beat's taken over now he's one of the boys Come on down let's rock this town We got the whole town rocking We got the whole town rocking We got the whole town rocking We got the whole town rocking We got the whole town rocking To the mighty power of rock 'n' roll Let's go Let it roll Are you ready? Said are you ready? The cosmos rocks Across seven seas through the Panama Now they're rockin' on beaches And they're rockin' in bars Don't ask me how and don't ask me why From Miami Beach down to old Bondi There's a rock 'n' roll fever In every place Next thing you know They'll be rockin' out in space Come on down let's rock this place Come on down and Sock it to me We got the whole world rocking We got the whole world rocking We got the whole world rocking We got the whole world rocking We got the whole world rocking To the mighty mighty mighty power We got the cosmos rocking We got the cosmos rocking We got the universe rocking We got the cosmos rocking We got the cosmos rocking To the might power of rock 'n' roll ",293,4905,0,0
The Cosmos Rocks,Time To Shine,With the sun in your eyes and the wind in your face To heaven you rise in a holy embrace Your feet on the ground your head in the clouds And you're wondering if you're ever coming down In an instant the mysteries of life will unfold The myths and the dragons of time will explode Here's to a real understanding of truth For compassion and grace to be given their chance too Raise up your mind It's time to shine A moment down through millennium Unveiling the secrets of songs to be sung Waters of life flowing soft to the touch Wisdom remembered have we forgotten oh so much Raise up your mind It's time to shine Raise up your mind Hey it's time to shine Let's awaken from barbarity Into a world of serenity Beyond the rage of foolish pride And on to the golden shores of paradise Raise up your mind Hey it's time to shine Raise up your mind Hey it's time to shine Raise up your mind Your time to shine It's time to shine It's time to shine ,263,5826,0,0
The Cosmos Rocks,Still Burning,"I can't wake in the mornin' I can't sleep at night I got a pain in my memory That just won't sit right You might say I'm losing my mind What a shame Shame, shame But I don't want And I don't need To play the cryin' game Music lights This flame in me I won't let it go And it won't let me be I'm just a happy slave And oh I can't leave it 'Cause I'm still And I always will Be a believer Still burnin' (Yeah) Still yearnin' (And the wheel's) Still turnin' (Let me tell you why) We're jivin' (And the beat's) Still drivin' (And we are all) Divin' (Rock'n'roll never die) I can't breathe in the city Got dust in my lungs I get mad in the country Everythin' seem to go wrong You might think I'm playin' around But my heart is true I got reason to believe That sweet soul magic Gonna tear my heart in two Music makes The world go round I've been flyin' On the wings Of the sound It feels so good From way up here I'm still a believer Headin' for the stars (Still burnin') (Still yearnin') Still turnin' (Better than every guy) (We're jivin') (Still drivin') Sky divin' (Rock'n'roll never die) Don't say t Hat you love me I can't go Down that road But don't think For a moment That my heart went cold I keep thinkin' about What I lost And what I might Have found I went to sleep And when I woke Everything Had turned around Still burnin' (Yeah) (Still yearnin') Still turnin' (A new day dawnin') (We're jivin') (Still drivin') Sky divin' (Early in the morning) Still burnin' (Yeah) Still yearnin' (And the wheel's) Still turnin' (Better than every guy) We're jivin' (And the beat's) Still drivin' (And we're all) Sky divin' (Rock'n'roll never die) ",243,2916,0,0
The Cosmos Rocks,Small,I like to sit here In the sunshine Trees in the fields Are green sublime Suspended in time And dawn It make you feel small I like to sit here By the fire's light The trees in the fields Lie bed to the night The stars burn bright And dawn It make you feel small Everyone needs A place they can hide Hide away find space To be alone Everyone needs a place They can hide Every one needs To find peace sublime I like to sit here In the autumn time The trees in the fields They russle in the wind The church bells Gently chime Gentle on your mind Suspended in time And dawn It make you feel small Everyone needs A place they can hide Everyone needs To find peace sublime Ohh Peace of mind Everyone needs A place they can hide Hide away Find space to be alone Everyone needs A place they can hide Hide away Find space to be alone Everyone needs A place they can hide Hide away Find space to be alone Everyone needs A place they can hide Every one needs To find peace sublime Ohh Peace of mind ,279,6051,0,0
The Cosmos Rocks,Warboys (A Prayer For Peace),"They were born With the knowledge Of the struggle to survive They were raised learning Only ways to stay alive Their language Is the language Of the bullets and the gun If you see them coming Babe you'd better run Here come the warboys Here come the warboys Well they look so pretty As they march and drill It's such a pity That they're dressed to kill See them marching two by two When it all comes down They know exactly what to do Here come the war War, warboys Warboys Children and their toys Warboys Make a lot of noise Warboys When the lightning explodes I pray for your soul Well they look so fierce Gonna tear out your heart When they get near Gonna see what they got Hold on to your soul Friend of mine I'll see you in hell Some other time Here come The warboys, warboys Mmm Warboys, warboys ",202,3020,0,0
