álbum,música,letra,duração,exibições,indicações,prêmios 
A Day At The Races,Long Away,"You might believe in heaven I would not care to say For every star in heaven There's a sad soul here today Wake up in the morning with a good face Stare at the moon all day Lonely as a whisper on a star chase Does anyone care anyway For all the prayers in heaven So much of life's this way Did we leave our way behind us Such a long long way behind us Who knows when, now who knows where Where the light of day will find us? Look for the day Take heart, my friend, we love you Though it seems like you're alone A million lights above you Smile down upon your home Hurry put your troubles in a suitcase Come let the new child play Lonely as a whisper on a star chase I'm leaving here, I'm long away For all the stars in heaven I would not live I could not live this way Did we leave our way behind us Such a long way behind us Leave it for some hopeless lane Such a long long way Such a long long way Such a long long away I'm looking for Still looking for that day ",222,16455,0,0
A Day At The Races,The Millionaire Waltz,"Bring out the charge of the love brigade There is spring in the air once again Drink to the sound of the song parade There is music and love everywhere Give a little love to me Take a little love from me I want to share it with you I feel like a millionaire Once we were mad, we were happy We spent all our days holding hands together Do you remember, my love How we danced and played in the rain we laid How we wish that we could stay there, forever and ever Now I am sad, you are so far away I sit counting the hours, day by day Come back to me, oh, I long For your love, come back to me Be happy like we used to be Come back, come back to me Come back, come back to me Come back to me, oh my love How I longed for your love Won't you come back to me? My fine friend Take me with you and love me forever My fine friend Forever, forever Bring out the charge of the love brigade There is spring in the air once again Drink to the sound of the song parade There is music and love everywhere Give a little love to me Take a little love from me I want to share it with you Come back, come back to me You make me feel like a millionaire ",218,14457,0,0
A Day At The Races,You And I,"Music is playing in the darkness And a lantern goes swinging by Shadows flickering my heart's jittering Just you and I Not tonight, come tomorrow When everything's sunny and bright (Sunny and bright) No, no, no, come tomorrow, 'cause then We'll be waiting for the moonlight We'll go walking in the moonlight Walking in the moonlight Laughter ringing in the darkness People drinking for days gone by Time don't mean a thing When you're by my side Please stay a while You know I never could foresee the future years You know I never could see Where life was leading me But will we be together forever? What will be my love? Can't you see that I just don't know No not tonight not tomorrow Everything's gonna be alright (sunny and bright) Wait and see if tomorrow we'll be As happy as we're feeling tonight We'll go walking in the moonlight (we'll be happy) Walking in the moonlight I can hear the music in the darkness Floating softly to where we lie No more questions now Let's enjoy tonight (Just you and I) just you and I Just you and I Can't you see that we've gotta be together Be together just you and I just you and I No more questions just you and I ",235,17510,0,0
A Day At The Races,Somebody To Love,"Can anybody find me somebody to love? Each morning I get up I die a little Can barely stand on my feet (Take a look at yourself in the mirror) take a look in the mirror and I cry (and I cry) Lord, what you're doing to me? I have spent all my years in believing you But I just can't get no relief, Lord Somebody (somebody) Oh, somebody (somebody) Can anybody find me somebody to love? I work hard (he works hard) everyday of my life I work 'till I ache my bones At the end (at the end of the day) I take home my hard earned pay all on my own (Goes home, goes home on his own) I get down (down) on my knees (knees) And I start to pray (praise the Lord) Till the tears run down from my eyes, Lord Somebody (somebody) Oh, somebody (please) Can anybody find me somebody to love? (He wants help) Every day (every day), I try, and I try, and I try But everybody wants to put me down They say I'm goin' crazy They say I got a lot of water in my brain No, I got no common sense (He's got) I got nobody left to believe Yeah, yeah, yeah, yeah Oh, somebody (somebody) Can anybody find me somebody to love? (Anybody, find me someone to love) Got no feel, I got no rhythm I just keep losing my beat (you just keep losing and losing) I'm ok, I'm alright (he's alright, he's alright) Ain't gonna face no defeat (yeah, yeah) I just gotta get out of this prison cell Some day I'm gonna be free, Lord Find me somebody to love, find me somebody to love Find me somebody to love, find me somebody to love Find me somebody to love, find me somebody to love Find me somebody to love, find me somebody to love Find me somebody to love, find me somebody to love Somebody (somebody) Somebody (somebody) Somebody (find me) Somebody, find me somebody to love Can anybody find me somebody to love? Find me somebody to love Find me somebody to love (find me somebody) Find me somebody to love (somebody, somebody, somebody to love) Find me, find me, find me (find me, find me, find me, find me, find me) Find me somebody to love (oh, somebody to love) Find me somebody to love (oh, find me, find me, find me somebody to love) Find me somebody to love (Anybody, anywhere, anybody find me somebody to love) Find me, find me, find me ",305,1271724,0,0
A Day At The Races,White Man,"I'm a simple man with a simple name From this soil my people came In this soil remain oh yeah oh yeah He made us our shoes And we trod soft on the land But the immigrant built roads On our blood and sand oh yeah White man white man Don't you see the light behind your blackened skies White man white man You took away the sight to blind my simple eyes White man white man Where you gonna hide from the hell you've made? Oh, the red man knows wars With his hands and his knives On the bible you swore Fought your battle with lies oh yeah Leave my body in shame Leave my soul in disgrace But by ev'ry God's name Say a prayer for your race oh yeah White man white man Our country was green and all our rivers wide White man white man You came with a gun and soon our children died White man white man Don't you give a light for the blood you've shed? White man white man White man White man white man For you battled with lies White man white man Still lies White man white man Say you look around every skin and bone again What is left of your dream? Just the words on your stone A man who learned how to teach Then forgot how to learn Oh, yeah ",308,9661,0,0
A Day At The Races,Good Old Fashioned Lover Boy,"I can dim the lights and sing you songs Full of sad things We can do the tango just for two I can serenade and gently play on your heart strings Be your Valentino just for you Oh love, oh lover boy What're doing tonight? Hey, boy Set my alarm, turn on my charm That's because I'm a good old fashioned lover boy Oh, let me feel you heartbeat (grow faster, faster) Oh, can you feel my love heat? (Oh) Come on and sit on my hot seat of love And tell me how do you feel right after all I'd like for you And I to go romancing Say the word, your wish is my command Oh love, oh lover boy What're doing tonight? Hey, boy Write my letter, feel much better And use my fancy patter on the telephone When I'm not with you Think of you always, I miss you When I'm not with you Think of me always I love you, love you Hey, boy, where did you get it from? Hey, boy, where did you go? I learned my passion In the good old fashioned school of lover boys Dining at the Ritz, we'll meet at nine precisely (One, two, three, four, five, six, seven, eight, nine o'clock) I will pay the bill, you taste the wine Driving back in style In my saloon will do quite nicely Take me back to yours that will be fine (Come on and get it) Oh love, oh lover boy What're doing tonight? Hey, boy Everything is alright, just hold on tight That's because I'm a good old fashioned (fashioned) lover boy ",186,105751,0,0
A Day At The Races,Drowse,"It's the sad eyed goodbye Yesterday's moments I remember It's the bleak street, weak-kneed partings, I recall It's the mistier mists the hazier days The brighter sun and the easier lays There's all the more reason for laughing and crying When you're younger and life isn't to hard at all It's the fantastic drowse Of the afternoon sundays That bored you to rages of tears The unending pleadings To waste all your good times In thoughts of your middle-aged years It's the vertical hold all the things that you're told For the everyday hero it all turns to zero And there's all the more reason For living or dying when you're young And your troubles are all very small Out here on the street we'd gather and meet And scuff up the sidewalk With endlessly restless feet Half on the time we'd broaden our minds More in the pool hall Than we did in the school hall With the down town chewing gum bums Watching the night life the lights and the fun Never wanted to be the boy next door Always thought I'd be something more But it ain't easy for a small town boy It ain't easy at all Thinkin' it right and doin' it wrong It's easier from an arm chair Waves of alternatives wash over my sleepiness Have my eggs poached for breakfast I guess I think I'll be  Clint Eastwood Jimi Hendrix, he was good Let's try William, the conqueror Now who else do I like? ",225,9861,0,0
A Day At The Races,Teo Torriatte (Let Us Cling Together),"When I'm gone Don't need to wonder if I ever think of you The same moon shines The same wind blows For both of us and time is but a paper moon be not gone Though I'm gone It's just as though I hold the flower that touches you A new life grows The blossom knows There's no one else could warm my heart as much as you Be not gone Let us cling together as the years go by Oh, my love, my love In the quiet of the night Let our candle always burn Let us never lose the lessons we have learned Teo torriate konomama iko Aisuruhito yo Shizukana yoi ni Hikario tomoshi Itoshiki oshieo idaki Hear my song Still think of me the way you've come to think of me The nights grow long But dreams live on Just close your pretty eyes and you can be with me Dream on Teo torriate konomama iko Aisuruhito yo Shizukana yoi ni Hikario tomoshi Itoshiki oshieo idaki When I'm gone They'd say we're all fools and we don't understand Oh, be strong Don't turn your heart We're all You're all For all For always Let us cling together as the years go by Oh, my love, my love In the quiet of the night Let our candle always burn Let us never lose the lessons we have learned ",261,19040,0,0
News Of The World,We Will Rock You,"Buddy, you're a boy, make a big noise Playing in the street, gonna be a big man someday You got mud on your face, you big disgrace Kicking your can all over the place Singing We will, we will rock you We will, we will rock you Buddy, you're a young man, hard man Shouting in the street, gonna take on the world someday You got blood on your face, you big disgrace Waving your banner all over the place We will, we will rock you Sing it! We will, we will rock you Buddy, you're an old man, poor man Pleading with your eyes, gonna make you some peace someday You got mud on your face, you big disgrace Somebody better put you back into your place We will, we will rock you Sing it! We will, we will rock you Everybody We will, we will rock you We will, we will rock you ",290,1591665,0,0
News Of The World,We Are The Champions,"I've paid my dues Time after time I've done my sentence But committed no crime And bad mistakes I've made a few I've had my share of sand kicked in my face But I've come through And we mean to go on and on and on and on We are the champions, my friends And we'll keep on fighting till the end We are the champions We are the champions No time for losers 'Cause we are the champions of the world I've taken my bows And my curtain calls You brought me fame and fortune And everything that goes with it I thank you all But it's been no bed of roses No pleasure cruise I consider it a challenge before the whole human race And I ain't gonna lose And we mean to go on and on and on and on We are the champions, my friends And we'll keep on fighting till the end We are the champions We are the champions No time for losers 'Cause we are the champions of the world We are the champions, my friends And we'll keep on fighting till the end We are the champions We are the champions No time for losers 'Cause we are the champions ",190,2254825,1,0
News Of The World,Sheer Heart Attack,Well you're just 17 And all you want to do is disappear You know what I mean There's a lot of space between your ears The way that you touch don't feel no nothin' Hey hey hey hey it was the D.N.A. Hey hey hey hey that made me this way Do you know do you know Do you know just how I feel? Do you know do you know Do you know just how I feel? Sheer heart attack Sheer heart attack Real cardiac I feel so in-ar in-ar in-ar in-ar In-ar in-ar in-ar in-ar-tic-u-late Gotta feelin' gotta feelin' Gotta feelin' like a paralyse It ain't no it ain't no it ain't no It ain't no surprise Turn on the TV Let it drip right down in your eyes Hey hey hey hey it was the D.N.A. Hey hey hey hey that made me this way Do you know do you know Do you know just how I feel? Do you know do you know Do you know just how I feel? Sheer heart attack Sheer heart attack Real cardiac I feel so in-ar in-ar in-ar in-ar In-ar in-ar in-ar in-ar-tic-u-late Just how I feel Do you know do you know do you know Do you know just how I feel? Do you know do you know Do you know just how I feel? Do you know do you know do you know Do you know just how I feel? Sheer heart attack Sheer heart attack ,59,16332,0,0
News Of The World,All Dead All Dead,"Memories, memories How long can you stay to haunt my days? She came without a farthing A babe without a name So much ado about nothing Is what she'd try to say So much ado my lover So many games we played Through every fleeted summer Through every precious day All dead, all dead All the dreams we had And I wonder why I still live on All dead, all dead And alone I'm spared My sweeter half instead All dead And gone All dead All dead, all dead At the rainbow's end Still I hear her own sweet song All dead, all dead Take me back again You know my little friend's All dead and gone Her ways are always with me I wander all the while But please you must forgive me I am old but still a child All dead, all dead But I should not grieve In time it comes to everyone All dead, all dead But in hope I breathe Of course I don't believe You're dead And gone All dead And gone ",189,32493,0,0
News Of The World,Spread Your Wings,"Sammy was low Just watching the show Over and over again Knew it was time He'd made up his mind To leave his dead life behind His boss said to him Boy, you'd better begin To get those crazy notions right out of your head Sammy, who do you think that you are? You should've been sweeping up the Emerald bar Spread your wings and fly away Fly away, far away Spread your little wings and fly away Fly away, far away Pull yourself together 'Cos you know you should do better That's because you're a free man He spends his evenings alone in his hotel room Keeping his thoughts to himself he'd be leaving soon Wishing he was miles and miles away Nothing in this world, nothing, would make him stay Since he was small Had no luck at all Nothing came easy to him Now it was time He'd made up his mind This could be my last chance His boss said to him Now listen, boy You're always dreaming You've got no real ambition You won't get very far Sammy, boy, don't you know who you are? Why can't you be happy at the Emerald bar? So, honey Spread your wings and fly away Fly away, far away Spread your little wings and fly away Fly away, far away Pull yourself together 'Cos you know you should do better That's, because you're a free man Come on, honey ",271,78565,0,0
News Of The World,Fight From The Inside,"Hey, you, boy, hey, you Hey you boy, think that you know what you're doing You think you're gonna set things to right You're just another picture on a teenage wall You're just another sucker ready for a fall You gotta Fight from the inside Attack from the rear Fight from the inside You can't win with your hands tied Fight from the inside Fight from the inside Right down the line Hey, you, boy, hey, you Hey you boy, think that you know what you're doing You think that out in the streets is all true You're just another money-spinner tool You're just another fool You gotta Fight from the inside Attack from the rear Fight from the inside You can't win with your hands tied Fight from the inside Fight from the inside Right down the line Right down the line Right down the line ",184,6668,0,0
News Of The World,"Get Down, Make Love","Get down, make love Get down, make love Get down, make love Get down, make love You take my body I give you heat You say you're hungry I give you meat I suck your mind You blow my head Make love Inside your bed, everybody Get down, make love Get down, make love Get down, make love Get down, make love Everytime I get hot You wanna cool down Everytime I get high You say you wanna come down You say it's enough In fact it's too much Everytime I get a Get down, get down, get down Make love (Get down) I can squeeze (Make love) you can shake me (Get down) I can feel (Make love) when you break me (Get down) come on so heavy (make love) (Get down) when you take me (make love) You make love, you make love, You make love, you make love You can make everybody Get down, make love Get down, make love Everytime I get high You wanna come down Everytime I get hot You say you wanna cool down You say it's enough In fact it's too much Everytime I wanna get down Get down, get down Get down, make love Get down, make love Get down, make love Get down, make love Everytime I get hot You wanna cool down Everytime I get high You say you wanna come down You say it's enough In fact it's too much Everytime I wanna Get down, get down Get down, make love ",231,18096,0,0
News Of The World,Sleeping On The Sidewalk,"I was nothin' but a city boy My trumpet was my only toy I've been blowin' my horn Since I knew I was born But there ain't nobody wants to know I've been Sleepin' on the sidewalk Rollin' down the road I may get hungry But I sure don't want to go home So round the corner comes a limousine And the biggest grin I've ever seen Come on sonny won't you sign Right along the dotted line What you sayin', are you playin'? Sure you don't mean me? Sleepin' on the sidewalk Rollin' down the road I may get hungry But I sure don't wanna go home (Now I'll tell you what happened) They took me to a room without a table They said 'blow your trumpet into here' I played around as well as I was able And soon we had the record of the year I was a legend all through the land I was blowin' to a million fans Nothin' was a-missin' All the people want to listen You'd have thought I was a happy man And I was Sleepin' like a princess Never touch the road I don't get hungry And I sure don't want to go home (Have to have some fun) Now they tell me that I ain't so fashionable An' I owe the man a million bucks a year So I told 'em where to stick the fancy label It's just me and the road from here Back to playin' and layin' I'm back on the game Sleepin' on the sidewalk Rollin' down the road I sure get hungry and I Sure do wanna go home (Yeah) ",187,7544,0,0
News Of The World,Who Needs You,"I make it half past six you come at seven Always trying to keep me, hanging round You little spoilt thing, girl you kept me waiting Never contemplating my point of view This comes as no surprise I'm a fool, for I believed your lies But now I've seen through your disguise Who needs, well I don't need, who needs you? Oh, I believed you Went on my knees to you How I trusted you But you turned me down But it's dog eat dog in this rat race And it leaves you bleeding lying flat on your face Reaching out, reaching out for a helping hand Where is that helping hand? How I was pushed around 'don't let it get you down' You walked all over me 'but don't you ever give in' Taking one step forward, slipping two steps back There's an empty feeling that you can't forget Reaching out, reaching out for a helping hand When I met you, you were always charming Couldn't sleep at night 'till you were mine You were oh so so sophisticated Never interested in what I'd say I had to swallow my pride So naive, you took me for a ride But now I'm the one to decide Who needs, well I don't need, who needs you? ",186,14586,0,0
News Of The World,It's Late,"You say you love me And I hardly know your name And if I say I love you in the candlelight There's no-one but myself to blame But there's something inside That's turning my mind away Oh how I could love you If I could let you stay It's late, but I'm bleeding deep inside It's late, is it just my sickly pride? Too late, even now the feeling seems to steal away So late, though I'm crying I can't help but hear you say It's late it's late it's late But not too late The way you love me Is the sweetest love around But after all this time The more I'm trying The more I seem to let you down Now you tell me you're leaving And I just can't believe it's true Oh you know that I can love you Though I know I can't be true Oh you made me love you Don't tell me that we're through It's late, but it's driving me so mad It's late, yes I know but don't try to tell me that it's Too late, save our love you can't turn out the lights So late, I've been wrong but I'll learn to be right It's late it's late it's late But not too late I've been so long You've been so long We've been so long trying to work it out I ain't got long You ain't got long We gotta know what this life is all about Too late much too late You're staring at me With suspicion in your eye You say what game are you playing? What's this that you're saying? I know that I can't reply If I take you tonight Is it making my life a lie? Oh you make me wonder Did I live my life alright? It's late, but it's time to set me free It's late, yes I know but there's no way it has to be Too late, so let the fire take our bodies this night So late, so let the waters take our guilt in the tide It's late it's late it's late it's late It's late it's late It's all too late ",385,23268,0,0
News Of The World,My Melancholy Blues,Another party's over And I'm left cold sober My baby left me for somebody new I don't wanna talk about it Want to forget about it Wanna be intoxicated with that special brew So come and get me Let me Get in that sinking feeling That says my heart is on an all time low - so Don't expect me To behave perfectly And wear that sunny smile My guess is I'm in for a cloudy and overcast Don't try and stop me 'Cause I'm heading for that stormy weather soon I'm causing a mild sensation With this new occupation I'm permanently glued To this extraordinary mood so now move over Let me take over With my melancholy blues I'm causing a mild sensation With this new occupation I'm in the news I'm just getting used to my new exposure So come into my enclosure And meet my Melancholy blues ,206,26682,0,0
Jazz,Mustapha,"Ibrahim! Ibrahim! Ibrahim! Allah, Allah, Allah, Allah, we'll pray for You Hey! Mustapha, Mustapha, Mustapha Ibrahim Mustapha, Mustapha, Mustapha Ibrahim Mustapha Ibrahim, Mustapha Ibrahim Allah, Allah, Allah, we'll pray for You Mustapha Ibrahim, al havra kris vanin Allah, Allah, Allah, we'll pray for you Mustapha! Hey! Mustapha! Mustapha Ibrahim! Mustapha Ibrahim! Hey! Allah-i! Allah-i! Allah-i! Ibra-Ibra-Ibrahim, yeah! Ibrahim! Ibrahim! Ibrahim! Allah, Allah, Allah-i! Hey! (Mustapha! Mustapha!) Allah-i na stolei (Mustapha! Mustapha!) Achtar es na sholei (Mustapha! Mustapha!) Mochamut dei ya low eshelei (Mustapha! Mustapha!) ai ai ai ai ahelei Mustapha! Mustapha! Ist avil ahiln avil ahiln adhim Mustapha Salaam aleikum! Mustapha Ibrahim! Mustapha Ibrahim! Allah, Allah, Allah, we'll pray for You Mustapha Ibrahim, achbar ish navin Allah, Allah, Allah, we'll pray for You Mustapha! Mustapha! Mustapha Ibrahim! Mustapha Ibrahim! Hey! Allah-i! Allah-i! Allah-i! Ibra-Ibra-Ibrahim, yeah! Ibrahim! Ibrahim! Ibrahim! Allah, Allah, Allah-i, hey! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Mustapha! Vontap ist ahiln avil ahiln adhim Mustapha Aleikum salaam! Hey! ",187,19548,0,0
Jazz,Fat Bottomed Girls,"Are you gonna take me home tonight? Oh, down beside that red firelight? Oh, you gonna let it all hang out? Fat bottomed girls You make the rockin' world go round Hey, I was just a skinny lad Never knew no good from bad But I knew life before I left my nursery Left alone with big fat Fanny She was such a naughty nanny Hey, big woman, you made a bad boy out of me Hey, hey! I've been singing with my band Across the water, across the land I seen every blue eyed floozy on the way But their beauty and their style Went kind of smooth after a while Take me to them dirty ladies every time Oh, won't you take me home tonight? Oh, down beside that red firelight Oh, and you give it all you got Fat bottomed girls You make the rockin' world go round Fat bottomed girls You make the rockin' world go round Hey, listen here Now your mortgages and homes I got stiffness in the bones Ain't no beauty queens in this locality (I tell you) Oh, but I still get my pleasure Still got my greatest treasure Hey, big woman, you gonna make a big man out of me Now get this Are you gonna take me home tonight? (please) Oh, down beside that red firelight? Oh, you gonna let it all hang out? Fat bottomed girls You make the rockin' world go round Fat bottomed girls You make the rockin' world go round Get on your bikes and ride Oh, yeah Them fat bottomed girls Fat bottomed girls Yeah, yeah, yeah Alright, ride 'em, cowboy Fat bottomed girls Yes, yes ",230,182500,0,0
Jazz,Jealousy,"Oh, how wrong can you be? Oh, to fall in love was my very first mistake How was I to know I was far too much in love to see? Oh, jealousy look at me now Jealousy you got me somehow You gave me no warning Took me by surprise Jealousy you led me on You couldn't lose you couldn't fail You had suspicion on my trail How how how all my jealousy I wasn't man enough to let you hurt my pride Now I'm only left with my own jealousy Oh, how strong can you be With matters of the heart? Life is much too short To while away with tears If only you could see just what you do to me Oh, jealousy you tripped me up Jealousy you brought me down You bring me sorrow you cause me pain Jealousy when will you let go? Gotta hold of my possessive mind Turned me into a jealous kind How how how all my jealousy I wasn't man enough to let you hurt my pride Now I'm only left with my own jealousy But now it matters not if I should live or die 'Cause I'm only left with my own jealousy ",199,30955,0,0
Jazz,Bicycle Race,Bicycle bicycle bicycle I want to ride my bicycle bicycle bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride it where I like You say black I say white You say bark I say bite You say shark I say hey man Jaws was never my scene And I don't like Star Wars You say Rolls I say Royce You say God give me a choice You say Lord I say Christ I don't believe in Peter Pan Frankenstein or Superman All I wanna do is Bicycle bicycle bicycle I want to ride my bicycle bicycle bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride my Bicycle races are coming your way So forget all your duties oh yeah! Fat bottomed girls They'll be riding today So look out for those beauties oh yeah On your marks get set go Bicycle race bicycle race bicycle race Bicycle bicycle bicycle I want to ride my bicycle Bicycle bicycle bicycle bicycle Bicycle race You say coke I say caine You say John I say Wayne Hot dog I say cool it man I don't wanna be the President of America You say smile I say cheese Cartier I say please Income tax I say Jesus I don't wanna be a candidate for Vietnam or Watergate Cos all I wanna do is Bicycle bicycle bicycle I want to ride my bicycle bicycle bicycle I want to ride my bicycle I want to ride my bike I want to ride my bicycle I want to ride it where I like ,182,99580,0,0
Jazz,If You Can't Beat Them,"Keep your chin up when you're feelin' lonely Don't let them get you down Ain't no use in your sitting all alone Hangin' around for someone to call Ooh, they won't come knocking at all Don't run and hide Even if it hurts you inside So I said Give as good as you get If you can't beat 'em,join 'em You'd better do it 'Cause it makes you feel good If you can't beat 'em,join 'em You're never gonna help yourself Come on Get up You're feelin' good Keep your fingers off my money Don't try and pull me down You're takin' me out to wine and dine me Tryin' to wind me 'round and around Invite me to your little contract ha! Ha! Rumour has it that you could play dirty I'll tell you what I'll do about that I'm playing at the wrong game yeah! If you can't beat 'em,join 'em You'd better do it 'Cause it makes you feel good If you can't beat 'em,join 'em You're never gonna help yourself If you can't beat 'em,join 'em You'd better do it 'Cause it makes you feel good If you can't beat 'em,join 'em It's everyone for themselves Move on out ",265,8896,0,0
Jazz,Let Me Entertain You,Let me welcome you ladies and gentlemen I would like to say hello Are you ready for some entertainment? Are you ready for a show? Gonna rock gonna roll you Get you dancing in the aisles Jazz and a Razzmatazz you With a little bit of style C'mon let me entertain you Let me entertain you let me entertain you I've come here to sell you my body I can show you some good merchandise I'll pull you and pull you I'll crueladeville you And to thrill you I'll use any device We'll give you crazy performance We'll give you grounds for divorce We'll give you piece de resistance And a tour de force of course We found the right location Got a lot of pretty lights The sound and amplification listen Hey if you need a fix if you want a high Stickells see to that With Elektra and EMI We'll show you where it's at So c'mon Let me entertain you let me entertain you Let me entertain you Just take a look at the menu We give you rock a la carte We'll breakfast at Tiffany's We'll sing to you in japanese We're only here to entertain you If you wanna see some action You get nothing but the best The S and M attraction We've got the pleasure chest Chicago and New Orleans We get you on the line If you dig the New York scene We'll have a son of a bitch of a time C'mon Let me entertain you let me entertain you Let me entertain you tonight ,189,12017,0,0
Jazz,Dead on Time,"Fool, always jumping, never happy where you land Fool got no business, take your living where you can Hurry down the highway Hurry down the road Hurry past, people staring Hurry! Hurry! Hurry! Hurry! Leave on time! Leave on time! Never got your ticket but you leave on time Leave on time! Leave on time! Gonna get you're ticket but you leave on time Leave on time! Leave on time! Put it in your pocket but you never can tell Leave on time! Leave on time! Shake that rattle gonna leave on time Leave on time! Leave on time! Fight your battle but you leave on time Leave on time! Leave on time! You never got a minute! No you never got a minute! No you never know on no matter! Fool, got no business hanging round and tellin' lies Fool, you got no reason but you got no compromise Stamping on the ceiling Hammering on the walls Gotta get out! Gotta get out! gotta get- Oh you know I'm going crazy Leave on time! Leave on time! Gotta get ahead but you leave on time Leave on time! Leave on time! Gonna head on ahead but you leave on time Leave on time! Leave on time! You're running in the red but you never can tell Leave on time! Leave on time! Gotta get rich, gotta leave on time Leave on time! Leave on time! But you can't take it with you, when you leave on time Leave on time! Leave on time! Gotta keep yourself alive but you leave on time But you leave on time, leave on time, dead on time You're dead! ",212,6364,0,0
Jazz,In Only Seven Days,"Monday the start of my holiday Freedom for just one week Feels good to get away ooh Tuesday I saw here down on the beach I stood and watched a while And she looked and smiled at me Wednesday I didn't see her I hoped that she'd be back tomorrow And then on Thursday my luck had changed She stood there all alone I went and asked her name I never thought that this could happen to me In only seven days It would take a hundred or more For memories to fade I wish Friday could last forever I held her close to me I couldn't bear to leave her there Saturday just twenty four hours Oh no, I'm going back home on Sunday I'm so sad alone ",157,11773,0,0
Jazz,Dreamer's Ball,"Oh, I used to be your baby Use to be your pride and joy You used to take me dancing Just like any other boy But now you've found another partner You've left me like a broken toy Oh, it's someone else you're taking Someone else you're playing to Honey though I'm aching Know just what I have to do If I can't have you when I'm waking I'll go to sleep and dream I'm with you Oh, take me, take me, take me To the dreamer's ball I'll be right on time and I'll dress so fine You're going to love me when you see me I won't have to worry Take me, take me Promise not to wake me 'till it's morning It's all been true What you say about that, hey, honey? You gonna take me to that dreamer's ball? I'd like that Right on down forty-second street Way down down town dreamer's town Oh, take me take me take me I'm your plaything thing now You make my life worthwhile With the slightest smile Or destroy me with a barely perceptible whisper Gently take me remember I'll be dreaming of my baby At the dreamer's ball Take me, hold me Remember what you told me You'd meet me at the dreamer's ball I'll meet you at the dreamer's ball ",217,12453,0,0
Jazz,Fun It,"Everybody in the morning Should do a good turn, all right Everybody in the night time Should have a good time, all night Now we got a movement Don't shun it, fun it Can't you see now you're moving free? Get some fun, join our dynasty Can't you tell when we get it down? You're the one, you're the best in town Hey, everybody, everybody gonna have a good time tonight Just shakin' the soles of your feet Everybody, everybody gonna have a good time tonight That's the only soul you'll ever meet They say that moving your body's right, it's all right That's the only one part of being alive, all right, all right Groove on out, groove on up, okay Do your thing, do your thing your way Get your kicks, get your tricks with me Get up and dance, honey, fun's for free Everybody, everybody gonna have a good time tonight Just shakin' the soles of your feet Everybody everybody gonna have a good time tonight, time tonight, time tonight That's the only soul you'll ever meet Don't shun it, fun it Don't shun it, fun it Don't shun it, fun it ",217,4724,0,0
Jazz,Leaving Home Ain't Easy,I take a step outside And I breathe the air And I slam the door And I'm on my way I won't lay no blame I won't call you names 'Cause I've made my break And I won't look back I've turned my back On those endless games I'm all through with ties I'm all tired of tears I'm a happy man Don't it look that way? Shaking dust from my shoes There's a road ahead And there's no way back home Ohh but I have to say Leaving home ain't easy Oh I never thought it would be easy Leaving on your own Oh is the main thing calling me back? Leaving home ain't easy On the one your leaving home Stay my love my love please stay Stray my love what's wrong my love? What's right my love? Ohh leaving home ain't easy I thought how could I think of leaving Leaving on your own Still trying to persuade me that Leaving home ain't necessary Leave the only way Leaving home ain't easy But may be the only way ,200,9797,0,0
Jazz,Don't Stop Me Now,"Tonight, I'm gonna have myself a real good time I feel alive And the world, I'll turn it inside out, yeah! I'm floating around in ecstasy So don't stop me now Don't stop me 'Cause I'm having a good time, having a good time I'm a shooting star leaping through the sky Like a tiger defying the laws of gravity I'm a racing car passing by, like Lady Godiva I'm gonna go, go, go There's no stopping me I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all I'm a rocket ship on my way to Mars On a collision course I am a satellite, I'm out of control I am a sex machine ready to reload Like an atom bomb about to Oh, oh, oh, oh, oh, explode I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic woman of you Don't stop me, don't stop me, don't stop me Hey, hey, hey Don't stop me, don't stop me, ooh, ooh, ooh I like it Don't stop me, don't stop me Have a good time, good time Don't stop me, don't stop me Ooh, I'm burning through the sky, yeah! Two hundred degrees That's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time, just give me a call Don't stop me now ('cause I'm havin' a good time) Don't stop me now (yes, I'm havin' a good time) I don't wanna stop at all ",212,1653122,0,0
Jazz,More Of That Jazz,If you're feeling tired and lonely Uninspired and lonely If you're thinking how the days seem long All you're given Is what you've been given a thousand times before Just more more More of that jazz More no more of that jazz Give me no more No more of that jazz Only football gives us thrills Rock 'n roll just pays the bills Only our team is the real team Bring out the dogs get on your feet Lie on the floor Kinda thinking I've heard that line before Just more more More of that jazz More no more of that jazz Give me no more no more of that jazz Oh no matter fool Get no business hanging around and telling lies Bicycle races are coming your way If you can't beat them join them Fun it Are you gonna let it all hang out? Fat bottomed girls you make the rocking world go round ,255,5442,0,0
